seed,lag_frames,train_scattering,test_scattering,train_msd,test_msd,test_displacement_count
3,7,0.6057766852526097,0.6070780461068793,35.07681342993135,34.93675313084251,121296
3,8,0.5688852585866805,0.5703701088147938,39.59073069968641,39.41379444848245,120362
3,9,0.534760521299256,0.5362233125242627,44.09956075424741,43.899545820254126,119428
3,10,0.5033446330101717,0.504865465913827,48.55960281171409,48.33809872118989,118494
3,11,0.47440101896791265,0.4759657122428878,52.99176966771491,52.745525588578026,117560
3,12,0.4473141242438081,0.4483157895170629,57.4109906489635,57.15931755813401,116626
3,13,0.4219406561677632,0.422513600831988,61.79304509307405,61.54131613502096,115692
3,14,0.39825302468825513,0.39843171535245164,66.15753747942877,65.93068822233981,114758
3,15,0.37633839868573987,0.3757575661226001,70.48806511369023,70.33060398645803,113824
3,16,0.35568939662233257,0.35473161609168596,74.8084929804164,74.68760748198524,112890
3,17,0.33633818393315834,0.3349836271103546,79.15483627174211,79.02864794141834,111956
3,18,0.31844275379291787,0.3171935062833132,83.4594914952043,83.26023174189564,111022
3,19,0.3016740324394753,0.30072248348748,87.74872374863637,87.45243804209277,110088
3,20,0.28572551413019404,0.2850348073354215,92.06547387026379,91.64079288260365,109154
3,21,0.2710335449785585,0.2710562670081821,96.34265918866288,95.77223297900059,108220
3,22,0.25737717972825797,0.25777867623789724,100.63521253313097,99.94460797797097,107286
3,23,0.24477241574270925,0.24568634581065082,104.92555086037953,104.10402243580772,106352
3,24,0.23293000915172468,0.23422186934194925,109.17628601092609,108.20236703613878,105418
3,25,0.22160842719081833,0.22353268178696167,113.43402224554472,112.28401982060763,104484
3,26,0.21109804353895,0.21344441539323386,117.67236785605259,116.37769165810867,103550
3,27,0.2014035079741969,0.20375453637996083,121.8881322121459,120.39306975707954,102616
3,28,0.19216834330980018,0.194756560132364,126.07578737892558,124.40516570964945,101682
3,29,0.1833702162010584,0.186688023209884,130.23295986562417,128.3917158560113,100748
